Latitude,Longitude,Lower2s,Median,Upper2s,ProxyType,Species
26.8,-15.4,-6.17654631495571,-4.76342038390236,-3.4016310915592,uk,
27,-19,-7.1826229173765,-5.76127904910549,-4.43826023419798,mg,ruber
27.2,-91.4,-7.87635394552693,-6.18868087490205,-4.7013200763815,uk,
27.7,34.7,-9.81018845119292,-5.44520818516789,-3.44232653187522,uk,
29,-87.1,-2.51605789828675,-1.17146923780708,0.284125363349437,delo,ruber
29,-87.1,-4.78029955680499,-3.37719421111548,-1.99363783452372,mg,ruber
30.9,-10.5,-6.39482497374642,-4.93082902595878,-3.66471039062572,tex,
30.9,-10.5,-4.37230937150374,-3.02119290915273,-1.61332174963989,uk,
31.5,-118.4,-7.78205429770078,-6.28885982646522,-5.0137941459463,delo,bulloides
31.5,128.4,-4.99216037878371,-3.50930451778575,-2.18846873661094,delo,ruber
31.6,128.9,-10.3297138688833,-8.96997818684957,-7.49989995223372,tex,
31.6,128.9,-5.45009406348756,-3.90295829009122,-2.496160751988,uk,
31.7,34.1,-11.0058634058165,-9.34767749002098,-7.8795655984589,tex,
31.7,34.1,-11.5933607755123,-10.1798982438643,-8.67708299627461,uk,
31.9,-118.1,-12.2340549139575,-10.8046732521512,-9.3408575313906,delo,bulloides
31.9,137.8,-2.88501077453349,-1.47451907826545,-0.152513416145336,uk,
32.3,-118.4,-3.33801677162496,-1.91869275469062,-0.553690974821019,uk,
32.8,-120,-5.81833273452056,-4.33024412221464,-2.9402831213952,delo,bulloides
32.8,-120,-2.11388299961829,-0.725088112643228,0.837506108291017,uk,
32.8,-119.9,-5.20967040666639,-3.71227925200517,-2.2265586062856,delo,bulloides
32.8,-76.3,-4.85887141485336,-3.57036565783411,-2.21040629423465,delo,ruber
33,-119.1,-8.3424200006793,-6.87679400765275,-5.36882994923253,delo,bulloides
33,32.6,-8.58905400381389,-7.19255189905702,-5.79641569907393,delo,ruber
33.3,-120.4,-2.62278910473306,-1.27318329387034,0.183320029359162,uk,
33.4,159.1,-3.94316801622782,-2.47225333781045,-1.12379014560492,delo,ruber
33.7,-57.6,-0.864190797529846,0.64053854839486,1.96882922281466,delo,ruber
34.1,32.7,-8.17776580817045,-6.7475240779272,-5.27618209732093,uk,
34.3,-120,-8.81047262560754,-7.38772661672244,-5.99016016281202,delo,bulloides
34.3,-120,-6.41179030013862,-4.92650177405864,-3.51920198614265,delo,pachy
34.3,-120,-3.60855965611196,-2.26374932874774,-0.932383342344104,uk,
34.4,-120,-8.77838865481832,-7.42641126574581,-5.99935657984499,delo,bulloides
34.5,-121.1,-6.15295546483685,-4.67407165393753,-3.27244502039526,uk,
34.8,23.2,-7.26604865349053,-5.80415444022062,-4.38017019248419,uk,
34.8,27.3,-4.28197391153629,-2.99446642207621,-1.51994660729876,uk,
35,-121.2,-5.70359447967627,-4.13990983803066,-2.68620801370592,uk,
35.6,-121.4,-3.31325676482481,-1.9419751492639,-0.511539797076266,uk,
35.9,-7.5,-4.08361837799517,-2.63283640026366,-1.17193800114957,delo,bulloides
36,-2,-8.36507111817364,-6.8237313763799,-5.37461153756484,uk,
36,141.8,-8.09584813856454,-6.63003652224545,-5.18209433373984,delo,bulloides
36,141.8,-2.23379000828081,-0.866577989533281,0.500842024886136,uk,
36.1,-2.6,-7.58589470750865,-6.17582442204362,-4.82435989975466,delo,bulloides
36.1,-2.6,-6.20228178352933,-4.80280719895881,-3.37817218677667,mg,bulloides
36.1,-2.6,-7.50858129175246,-6.11241950073421,-4.71761325399669,uk,
36.4,-7.1,-3.64095713446474,-2.25122244443223,-0.91121067387834,delo,bulloides
36.5,-3.9,-5.58954197750678,-4.26249820968553,-2.86777290900418,uk,
36.5,142.1,-4.64402303426756,-3.19896117867411,-1.88054951531333,uk,
36.7,12.3,-7.70236468248615,-6.30468017183207,-4.79807152198932,delo,bulloides
36.7,12.3,-9.53379092341034,-8.08320822760473,-6.667540825292,delo,incompta
36.7,17.7,-10.2137142957359,-8.75518807019446,-7.3142172622329,delo,ruber
36.8,-9.9,-6.64739478401494,-5.19494695098107,-3.78695921541984,delo,bulloides
37,-123.3,-7.22880726930833,-5.85531412397856,-4.38129353463568,uk,
37,13.2,-4.83674766891142,-3.32684446581417,-1.87432217660761,uk,
37.1,-32,-4.96693426308553,-3.43166728614802,-1.99385606691999,delo,bulloides
37.1,-9.5,-4.622817881801,-3.20366058655842,-1.79878739110039,delo,bulloides
37.7,-10.2,-5.76677591647547,-4.36711173437176,-2.87063426069946,delo,bulloides
37.8,-10.2,-5.50677995528172,-4.10772656600981,-2.59464146950125,delo,bulloides
37.8,-10.2,-5.37375224418057,-3.98744828020112,-2.58038746878395,uk,
37.8,-9.5,1.63574317371166,3.06518672721861,4.53601667686641,delo,incompta
37.8,162.4,-6.34794361707609,-4.95069665115636,-3.50028854180857,uk,
38.2,-10.4,-5.28796314823586,-3.96003948531414,-2.61797304459713,delo,bulloides
38.3,14,-8.99262803670157,-7.56181502472596,-6.04036509384498,delo,bulloides
38.3,14,-8.73719161553188,-7.27176883685971,-5.89329024704957,uk,
38.4,-124,-6.66626808740415,-5.23862009171183,-3.77703676566313,uk,
38.4,13.6,-6.83183924824198,-5.42091970762585,-3.97879330514708,uk,
38.9,143.3,-1.22381563497499,0.176153339000947,1.65233382513295,delo,bulloides
39,-10.7,-3.78631311987887,-2.37882713678973,-0.979607790286767,uk,
39,4,-4.92332695268333,-3.56281921197546,-2.12692387367061,uk,
39.2,15.1,-5.49527939061102,-4.05152865009215,-2.62802956020571,delo,bulloides
39.6,139.4,0.687694305717857,2.10013430796123,3.49564198304471,uk,
39.7,13.6,-6.14921528113357,-4.73811098774839,-3.36260201960346,delo,bulloides
39.9,133.6,8.72582617920565,10.1928030126569,11.7415744078736,delo,pachy
40,165.1,-7.28688934096053,-6.00092484791472,-4.49795768979284,uk,
40.1,134,12.6392392254073,14.0385773839224,15.5549546944144,delo,pachy
40.4,143.5,-4.43229774285657,-3.02042395964039,-1.54259523075653,uk,
40.5,-32.1,-5.1258133900909,-3.69679951679242,-2.32421430868432,uk,
41.1,-20.8,-2.96241163753114,-1.54329709045516,-0.172213960338615,uk,
41.1,4.8,-9.03883044720057,-7.64808243272419,-6.17522459150987,delo,bulloides
41.3,-132.7,-4.22870644782685,-2.76921615550971,-1.42729586757067,uk,
41.3,17.6,-7.77447328824862,-6.29956594117988,-4.88194745318956,delo,bulloides
41.3,17.6,-8.78662899036419,-7.331921917291,-5.87025351660694,delo,ruber
41.4,142.3,-4.74461301140888,-3.40580202000513,-2.04353591651097,uk,
41.5,-131.3,-5.38116299214571,-3.89663757567941,-2.48597212302171,uk,
41.5,18,-7.31921852978453,-5.96600952542879,-4.56210158698874,delo,bulloides
41.6,-130.6,-6.31925511871546,-4.75494883739855,-3.42810605877003,uk,
41.7,-124.9,-5.70989246812827,-4.33978588287061,-2.84975109382377,uk,
41.8,-129,-5.99794421796288,-4.57576701139094,-3.20358546929491,uk,
41.8,-47.4,-3.94275523967083,-2.51137194309574,-1.12739271751957,delo,bulloides
41.8,-47.4,-3.24677239337336,-1.88746075779613,-0.40110038009346,delo,pachy
42,4.2,-7.89063081368261,-6.38164678315027,-5.03823731539275,delo,bulloides
43,-55.2,-4.51446621661826,-2.9133125741028,-1.42505379918613,delo,pachy
43.4,-54.9,-5.01768578832331,-3.5917963158314,-1.87020405317435,delo,pachy
44.4,-26.5,-6.39389766955003,-5.01478955222489,-3.58492510579502,mg,bulloides
44.4,-26.5,-4.69903262713616,-3.05983756904784,-1.59700672437572,mg,ruber
44.5,145,-0.842340948301697,0.56592086491507,1.9226825762857,uk,
48.4,-25.1,-8.39054804491392,-7.08821996130955,-5.58635547749674,uk,
48.5,150.7,-2.29109198957375,-0.923774152475536,0.483948664271789,uk,
48.6,150.4,-1.69982292092033,-0.381545241310746,0.945755810822976,delo,pachy
48.8,150.5,-2.33339269069247,-0.912628000106055,0.508864240562349,delo,pachy
49,150.3,-2.72389955731057,-1.28313760925276,0.0629886109628416,delo,pachy
49.4,152.9,-2.00899526654564,-0.594095975820166,0.837369161024425,delo,pachy
49.4,152.9,-0.88495372149552,0.522668312600549,1.94605630094139,mg,pachy
50.1,153.2,-4.85764971096622,-3.41903346484552,-1.85128132902518,delo,pachy
50.4,167.7,-0.599564257459103,0.834516643876009,2.22758369066401,delo,bulloides
50.4,167.7,-2.80597188794861,-1.5345007167274,-0.0464217084929683,delo,pachy
50.7,-21.9,-5.62788751392562,-4.20047511711784,-2.81646689147811,delo,bulloides
50.7,-21.9,-8.77160610111049,-7.39042726461311,-6.03323312274135,delo,pachy
50.7,-21.9,-2.70458276026289,-1.21307569463925,0.327604710627644,uk,
51,148.3,-3.0234593862024,-1.55530307284122,-0.13596163011826,delo,pachy
51.1,168,-2.65252813724748,-1.21881913819595,0.272726033328977,delo,pachy
51.1,168.1,-4.64998769514694,-3.20702851022785,-1.82103622047717,delo,pachy
51.2,167.8,-3.89357883408085,-2.466996122194,-1.03079736801321,delo,pachy
51.3,167.7,-1.6280757624305,-0.218619580534854,1.14785434972801,delo,pachy
52.4,-16.7,-8.3663006185599,-6.94353255339217,-5.53934887923636,uk,
52.5,-22.1,-5.64637292104137,-4.23470933909474,-2.87768844991549,delo,bulloides
52.5,-22.1,-9.15871186601452,-7.70066103313246,-6.27951040841326,delo,pachy
53.2,-19.1,-8.81100708235393,-7.56840484805655,-6.12652234029168,delo,pachy
53.2,-19.1,-4.63219391126875,-3.18045984123271,-1.74528402080355,uk,
53.2,149.6,-4.16710439074929,-2.81675402680156,-1.42187532186952,tex,
53.2,149.6,-2.99203959096665,-1.54410185019537,-0.1306158047603,uk,
53.5,178.9,-3.79574670220513,-2.46513288984322,-1.03368793816955,delo,pachy
53.7,165,-1.42870008400709,-0.0910150136289571,1.34017995685361,delo,pachy
54.3,-149.6,-0.202548123314447,1.27536711190417,2.67668123076714,delo,bulloides
54.3,-149.6,-1.38568076513244,0.0347462036502205,1.42730677539501,delo,pachy
54.4,-149.4,-1.18197875785166,0.25162028287655,1.69610770876103,delo,bulloides
54.4,-149.4,-2.01010848451961,-0.473669596009222,0.959416827253655,delo,pachy
54.4,-148.9,0.3822307788223,2.31321775073989,4.07186560548818,delo,pachy
54.4,-148.5,-1.4079678053984,-0.0849797932352235,1.21566127972781,delo,pachy
54.6,-16.4,-7.49657344003964,-6.0435657211493,-4.73318033290602,delo,bulloides
54.6,-16.4,-11.0378784260509,-9.43736001032723,-7.98339986950581,delo,incompta
55.3,-26.7,-3.56304866886964,-2.04334179878142,-0.650739105170878,delo,bulloides
55.3,-26.7,-7.41114481890583,-6.00260938936988,-4.58520282653773,delo,pachy
55.5,-14.7,-8.17202729431207,-6.76803273004136,-5.35441136571279,delo,bulloides
55.5,-14.7,-10.4509956438351,-9.07496932187543,-7.50368165972696,delo,incompta
56.2,-32,-3.02864092716563,-1.63558418889755,-0.262214784178512,delo,bulloides
56.2,-32,-3.73726618243847,-2.37235259732272,-0.948795700199733,delo,pachy
57.9,-29.1,-10.031533328493,-8.58667677008841,-7.13360416721935,delo,pachy
58,-16.5,-3.71784113162794,-2.23529014549338,-0.919684702333357,delo,bulloides
58.2,-48.4,-6.46659281024572,-5.02371873637799,-3.34005243207723,delo,pachy
59.8,-23.9,-0.695158559848774,0.706126951482685,2.09570593461994,mg,bulloides
61.9,-11.2,-1.72799019763888,-0.326693053455236,1.17685427784671,delo,pachy
62.4,-1,-10.5515374633583,-9.02619731567084,-7.66774207946472,delo,pachy
64.8,-29.6,-7.46742453128442,-6.03253157428162,-4.50629872799795,delo,pachy
64.9,-29.3,-2.95154508130014,-1.59230693046148,-0.0441811519612722,delo,pachy
66.6,-10.5,-0.979668798775552,0.338801362983546,1.68356255860673,delo,pachy
67,7.6,-8.68192254413897,-7.29346579206644,-5.8746610393378,delo,pachy
67,7.6,-2.2021027270117,-0.838387644173545,0.58884094306178,mg,pachy
67.1,2.9,-8.32514074425039,-6.88098038465796,-5.53045583617169,delo,pachy
67.8,1.5,-7.75254382723325,-6.37973041940915,-4.79603234190835,delo,pachy
67.9,-21.8,-1.8556057574907,-0.394362584819941,1.03079846285042,delo,pachy
68.4,-13.9,-0.898212778748528,0.575339627211,1.83789390473686,delo,pachy
68.4,-13.9,0.0573794488386801,1.61897982586122,2.99878517487227,mg,pachy
68.4,4,-8.2682337126177,-6.78483702267314,-5.31890993351392,delo,pachy
68.5,0.8,-7.64085007314119,-6.24417792062812,-4.70074372147138,delo,pachy
68.7,0.2,-7.67738502843341,-6.3062382564652,-4.83344992555555,delo,pachy
68.9,-11.9,-0.683464141819229,0.974562313687603,2.37628333428503,delo,pachy
69.4,-12.9,-1.03793810457506,0.381971977475926,1.84343865613182,delo,pachy
69.5,-9.5,-2.48439546861539,-1.06954767693915,0.298340270807996,delo,pachy
70,-18.1,-2.52538929726624,-1.04097459251864,0.474330831448542,delo,pachy
70.3,-10.6,-1.27303819447033,0.152116190471924,1.49455653861897,delo,pachy
70.3,-3.1,-8.23574766242443,-6.63538968048754,-5.20165124447744,delo,pachy
70.4,-18.2,-0.989057827093172,0.488171952150535,1.84108537082599,delo,pachy
71.8,1.6,-4.72904680115467,-3.40896861388314,-2.00932725345735,delo,pachy
72,9.3,-7.0853656548588,-5.73795232657581,-4.30465220680688,delo,pachy
72.1,11.5,-7.03899941710471,-5.57250540331193,-4.07897661541053,delo,pachy
72.2,8.6,-6.26610592386864,-4.75003977103373,-3.27006584144128,delo,pachy
72.2,13.1,-6.59173649597379,-5.17472921271036,-3.68296940740106,delo,pachy
72.2,14.4,-5.6450349540071,-4.26714827410404,-2.86628325548516,delo,pachy
72.3,-9.2,-1.23850476143425,0.147838996295236,1.48623171943119,delo,pachy
72.4,-10.6,-3.73005443105144,-2.18750234885573,-0.271643088706155,delo,pachy
73.1,9.7,-5.75251792180829,-4.33514357909995,-2.85000570084407,delo,pachy
74.2,-0.5,-0.785490662553668,0.679203236719338,2.18481101655513,delo,pachy
74.5,5.7,-0.533330021696479,0.882846887382916,2.33074583845894,delo,pachy
75,14,-5.90089000325575,-4.37700291398514,-2.92297207884668,delo,pachy
75.6,1.3,-0.377869177190987,1.02757273312868,2.44846879743985,delo,pachy
77.3,9.1,-2.35756264524293,-0.985396289184868,0.474615261879185,delo,pachy
80,4.5,-2.29469968736558,-0.939242489107714,0.54775867792392,delo,pachy
82.4,40.9,-2.19346112977259,-0.797016719380657,0.692236852069545,delo,pachy
